loan_id,account_id,customer_id,loan_amount,loan_date,loan_status
L01727,1595,831,9094.86,2018-02-27,pending
L01728,2094,1765,42200.05,2022-04-06,approved
L01729,304,444,37710.64,2018-08-02,approved
L01730,1796,1836,13298.13,2020-07-19,pending
L01731,1622,766,14475.14,2022-07-26,approved
L01732,802,1997,37819.14,2019-11-11,rejected
L01733,2369,667,6344.92,2021-11-28,approved
L01734,607,416,13305.89,2018-03-19,approved
L01735,2044,823,41475.89,2020-04-10,approved
L01736,1808,668,42096.29,2022-05-26,approved
L01737,1987,685,8221.93,2021-12-29,pending
L01738,1567,64,37853.07,2018-06-04,rejected
L01739,1436,1507,24846.37,2022-10-12,approved
L01740,1057,1192,37250.22,2022-06-17,approved
L01741,1617,1793,32885.4,2020-01-04,approved
L01742,2111,2185,18350.46,2019-03-07,rejected
L01743,50,1354,38318.33,2018-01-18,approved
L01744,1126,1120,22076.5,2020-11-02,pending
L01745,2093,638,6714.53,2018-07-25,closed
L01746,1300,409,39122.44,2020-02-01,closed
L01747,838,83,16977.13,2020-07-19,approved
L01748,523,892,9138.44,2018-07-18,approved
L01749,2235,1497,16027.71,2018-07-09,approved
L01750,968,488,47275.5,2018-12-13,approved
L01751,98,1749,26887.98,2021-11-12,closed
L01752,1711,1512,30409.12,2019-06-14,approved
L01753,1493,1155,33056.92,2018-08-26,approved
L01754,2142,1615,12450.22,2021-10-12,closed
L01755,2243,450,10441.04,2022-12-19,pending
L01756,1546,674,25909.75,2018-10-05,approved
L01757,1841,1777,12599.57,2020-09-02,pending
L01758,1148,90,47196.63,2020-01-22,pending
L01759,1045,1185,20984.17,2018-03-31,pending
L01760,1201,1016,22721.09,2020-03-09,approved
L01761,901,797,16659.29,2020-11-09,pending
L01762,576,1845,36639.49,2018-11-11,approved
L01763,324,432,24367.04,2019-03-10,approved
L01764,1165,2062,12386.72,2020-01-06,approved
L01765,226,1097,22497.93,2021-01-04,pending
L01766,2096,623,27117.3,2020-01-23,approved
L01767,2355,38,22411.49,2022-02-03,rejected
L01768,2294,732,30401.32,2019-02-04,pending
L01769,2312,1099,20817.43,2018-12-06,pending
L01770,2408,138,9955.94,2022-06-01,rejected
L01771,1329,2167,37061.42,2018-06-28,approved
L01772,1773,1680,11073.38,2022-01-03,approved
L01773,1012,253,47305.55,2020-05-15,closed
L01774,375,305,23823.08,2022-12-29,approved
L01775,100,1133,7067.33,2020-04-13,closed
L01776,6,73,30988.54,2021-10-01,closed
L01777,1418,343,20704.94,2018-01-31,approved
L01778,187,376,14739.15,2020-05-27,rejected
L01779,1824,1765,45759.5,2022-05-13,rejected
L01780,1657,869,43704.59,2022-12-25,approved
L01781,1236,1514,6600.07,2021-03-07,approved
L01782,535,1960,32853.39,2020-05-31,rejected
L01783,2113,320,24823.98,2018-03-26,approved
L01784,1621,1456,35084.31,2020-07-10,approved
L01785,2050,2185,15314.45,2022-09-14,rejected
L01786,1373,636,33045.59,2021-10-12,closed
L01787,2046,327,8324.83,2020-10-26,closed
L01788,1985,1947,38572.11,2019-03-12,approved
L01789,1881,2179,22664.5,2018-07-20,pending
L01790,2121,478,8119.97,2018-10-16,approved
L01791,2297,2007,48774.51,2021-12-29,approved
L01792,544,257,14432.72,2019-10-03,pending
L01793,731,906,12792.31,2020-04-27,approved
L01794,1515,1694,9190.05,2021-06-23,closed
L01795,350,285,22793.61,2020-04-27,approved
L01796,571,1010,14993.6,2021-06-25,pending
L01797,2172,345,46862.07,2018-10-19,approved
L01798,837,1477,6926.24,2018-06-05,closed
L01799,319,206,36119.64,2019-03-26,pending
L01800,1948,1132,6476.61,2018-08-28,pending
L01801,2187,2100,24056.98,2019-06-27,approved
L01802,2148,1735,38585.94,2018-01-18,pending
L01803,234,267,16950.29,2021-08-06,approved
L01804,1478,684,13303.12,2018-03-15,pending
L01805,1499,1810,26397.11,2021-02-24,approved
L01806,2267,1444,34321.95,2020-02-27,rejected
L01807,1344,845,23909.46,2018-04-25,approved
L01808,121,192,41220.92,2020-09-28,closed
L01809,1276,1307,38655.77,2021-12-08,approved
L01810,1702,1572,17119.78,2019-04-24,pending
L01811,557,882,31483.72,2018-10-03,approved
L01812,296,1865,24199.05,2021-01-01,rejected
L01813,654,738,21114.31,2018-10-04,approved
L01814,1968,136,16534.89,2019-12-06,closed
L01815,1989,35,19990.08,2022-09-29,rejected
L01816,583,2018,12401.43,2020-09-17,approved
L01817,1632,1111,48495.6,2021-02-26,approved
L01818,198,1051,15304.81,2019-02-10,approved
L01819,1687,1917,27307.31,2020-09-04,approved
L01820,1269,817,41093.99,2022-02-28,approved
L01821,1220,558,31275.35,2021-09-25,pending
L01822,890,1595,11803.45,2022-01-30,approved
L01823,1399,1511,48087.57,2020-03-06,approved
L01824,1197,1225,32555.05,2019-12-26,pending
L01825,788,1510,12111.35,2020-03-15,closed
L01826,2165,1598,36615.07,2021-06-05,approved
L01827,900,1326,39302.66,2018-11-24,pending
L01828,525,1492,49831.36,2018-10-05,approved
L01829,860,1244,29421.34,2018-09-22,approved
L01830,2465,1348,25574.69,2018-06-23,approved
L01831,1219,1973,13571.62,2021-12-31,approved
L01832,676,1427,16990.88,2022-12-12,closed
L01833,888,611,29953.37,2020-09-07,approved
L01834,595,1937,44064.8,2018-12-29,approved
L01835,2006,1627,40693.13,2022-09-21,approved
L01836,1745,683,35866.3,2021-05-06,closed
L01837,1008,509,39975.12,2021-08-17,approved
L01838,1608,1275,43448.53,2022-09-12,approved
L01839,946,1753,39190.91,2020-09-20,pending
L01840,1017,480,18679.91,2022-11-26,approved
L01841,1105,109,30969.45,2020-04-11,closed
L01842,1319,239,30831.89,2022-01-11,approved
L01843,1434,1272,33526.56,2022-06-19,approved
L01844,2105,177,27227.53,2022-09-13,approved
L01845,581,1562,36319.96,2020-12-03,approved
L01846,35,1816,41988.44,2021-07-09,closed
L01847,1328,194,41952.47,2021-06-23,approved
L01848,626,983,37125.75,2018-11-21,closed
L01849,789,493,48223.23,2022-03-21,approved
L01850,248,449,19359.94,2020-11-27,rejected
L01851,463,2132,48959.65,2020-01-02,pending
L01852,339,1516,36852.45,2022-10-28,approved
L01853,1704,1287,38586.11,2021-08-04,approved
L01854,2065,2069,25463.58,2019-04-20,approved
L01855,1804,2111,9311.06,2020-10-09,approved
L01856,2413,950,46174.57,2019-05-13,approved
L01857,1692,2104,9526.3,2020-05-06,approved
L01858,2318,1726,49576.57,2021-01-14,closed
L01859,272,25,17972.51,2022-12-13,closed
L01860,45,431,27453.82,2022-09-18,approved
L01861,747,1261,38304.65,2022-06-26,closed
L01862,659,513,34104.59,2018-09-15,rejected
L01863,202,1723,15929.42,2020-03-29,approved
L01864,1413,924,40237.55,2019-08-09,rejected
L01865,139,346,49274.8,2022-08-04,closed
L01866,179,1804,15030.95,2020-02-16,approved
L01867,546,1607,43357.76,2021-08-31,approved
L01868,13,2200,15103.47,2021-03-05,approved
L01869,2468,262,47198.73,2021-09-07,rejected
L01870,2194,543,25813.81,2022-12-31,pending
L01871,661,734,29667.62,2021-10-05,approved
L01872,1813,1260,15208.12,2022-11-18,closed
L01873,1512,917,18036.55,2021-08-12,closed
L01874,36,1777,21179.49,2019-11-23,pending
L01875,1581,1136,35824.86,2022-01-23,rejected
L01876,24,1212,29756.27,2018-03-08,pending
L01877,176,1948,46992.32,2019-11-26,approved
L01878,2122,591,9745.01,2022-04-16,approved
L01879,56,764,33323.19,2022-07-25,approved
L01880,2059,1921,10772.9,2022-05-15,approved
L01881,1015,808,36608.5,2022-06-29,pending
L01882,205,1608,31154.12,2020-08-23,approved
L01883,936,1957,48385.89,2020-05-28,approved
L01884,1272,1480,23368.22,2020-10-18,approved
L01885,1532,2139,36260.55,2021-09-29,approved
L01886,59,295,11761.27,2018-06-22,pending
L01887,1737,2071,12869.54,2022-09-20,pending
L01888,2336,47,49131.91,2018-10-22,approved
L01889,1762,1371,33454.74,2022-05-05,closed
L01890,2207,1712,49424.24,2018-01-14,pending
L01891,338,333,14819.8,2018-07-19,closed
L01892,875,1314,15098.63,2021-12-19,approved
L01893,629,2184,11180.09,2021-07-12,approved
L01894,715,1547,35629.86,2021-09-30,pending
L01895,1175,1519,22820.3,2020-08-03,approved
L01896,1459,865,44928.41,2022-06-04,approved
L01897,1253,2140,36416.69,2019-01-28,approved
L01898,1792,2078,29536.39,2018-03-26,closed
L01899,1854,1882,22880.73,2022-01-03,pending
L01900,1675,762,41332.61,2019-03-09,approved
L01901,2259,1199,17254.65,2018-10-20,approved
L01902,753,163,39443.97,2018-01-11,pending
L01903,505,2185,35636.66,2018-03-06,approved
L01904,1587,1284,33519.06,2021-10-19,approved
L01905,1002,1770,5991.69,2018-05-03,approved
L01906,1995,71,38965.31,2019-05-28,approved
L01907,839,1453,15904.69,2019-04-14,pending
L01908,1020,1004,12923.48,2019-09-04,approved
L01909,2138,2125,21771.97,2022-06-23,pending
L01910,2401,2115,20737.15,2020-01-15,rejected
L01911,913,572,29977.84,2018-04-10,closed
L01912,2249,1767,31655.87,2022-04-02,approved
L01913,1950,1954,18112.5,2018-07-02,pending
L01914,2338,818,7264.99,2021-05-15,approved
L01915,2431,1601,6022.24,2019-10-19,approved
L01916,1444,1985,28594.56,2021-01-20,pending
L01917,520,916,37175.84,2021-09-19,approved
L01918,594,1582,41953.65,2020-08-09,approved
L01919,2427,1219,13977.61,2021-01-28,closed
L01920,653,806,36765.34,2019-12-11,approved
L01921,752,27,40985.92,2020-07-09,closed
L01922,2176,2149,46133.7,2019-03-13,approved
L01923,1920,570,13085.59,2020-07-21,approved
L01924,2140,475,34766.08,2018-02-03,closed
L01925,86,1546,33165.86,2019-08-15,rejected
L01926,1286,11,36314.75,2020-08-01,approved
L01927,1900,1984,9908.54,2022-12-23,closed
L01928,144,878,18524.64,2020-07-22,pending
L01929,949,1020,5949.3,2020-12-19,approved
L01930,1938,1124,13115.96,2021-12-01,approved
L01931,2115,892,30305.64,2021-11-08,approved
L01932,1695,1518,16760.03,2022-09-30,pending
L01933,2019,2148,34751.97,2019-08-03,approved
L01934,591,1406,42762.67,2021-11-23,approved
L01935,879,120,48780.68,2021-06-01,pending
L01936,1896,1579,41079.47,2020-03-30,approved
L01937,2110,597,48173.12,2018-08-25,closed
L01938,1490,1746,21955.58,2020-03-20,approved
L01939,2195,1981,8999.66,2022-10-09,approved
L01940,1649,1990,30215.59,2022-06-28,approved
L01941,1428,1598,12255.26,2021-08-28,approved
L01942,729,1637,18180.99,2021-11-03,rejected
L01943,1010,1124,17602.44,2021-02-22,approved
L01944,1228,1019,24737.6,2020-03-22,pending
L01945,2163,1290,7338.13,2021-04-29,approved
L01946,391,542,46010.47,2021-10-01,approved
L01947,1342,1951,30145.35,2018-04-05,pending
L01948,551,1321,33902.04,2022-09-03,closed
L01949,301,2032,23961.31,2019-03-24,rejected
L01950,1894,869,24620.13,2019-04-07,closed
L01951,2117,1815,17497.11,2019-01-08,approved
L01952,330,1399,46267.26,2018-10-30,pending
L01953,178,387,33660.89,2018-10-08,pending
L01954,2071,673,11913.34,2022-06-18,closed
L01955,2320,1528,5063.88,2020-09-20,approved
L01956,1529,1939,44846.96,2019-11-07,closed
L01957,511,742,42076.39,2021-07-26,closed
L01958,2349,2165,24020.41,2019-06-22,approved
L01959,1261,623,27393.97,2021-02-11,pending
L01960,1878,1069,10490.73,2019-04-03,pending
L01961,2458,2001,42835.23,2020-04-10,closed
L01962,959,1924,11358.99,2018-02-06,approved
L01963,92,1286,49661.72,2022-01-14,closed
L01964,364,1827,24925.63,2020-05-17,approved
L01965,1674,2087,15582.71,2019-02-21,approved
L01966,88,670,18414.27,2018-05-07,pending
L01967,2193,762,14263.98,2019-01-12,approved
L01968,672,556,29847.44,2019-12-28,approved
L01969,1134,719,24130.84,2018-02-22,rejected
L01970,398,1442,31138.65,2018-11-03,closed
L01971,1216,445,9190.29,2022-05-22,approved
L01972,1536,1005,14477.35,2020-07-04,closed
L01973,918,2005,43834.65,2022-02-06,pending
L01974,2257,1308,46695.62,2019-07-11,approved
L01975,200,1143,28992.02,2018-02-22,approved
L01976,1725,1123,43116.31,2018-01-30,approved
L01977,1268,30,29038.62,2021-04-28,rejected
L01978,47,808,12430.96,2020-06-05,pending
L01979,464,450,45699.12,2019-02-10,pending
L01980,379,354,44861.98,2022-08-17,approved
L01981,77,1624,16938.99,2020-10-20,pending
L01982,1636,9,22501.96,2018-04-30,closed
L01983,125,98,31662.98,2020-08-12,approved
L01984,509,556,46417.46,2021-12-04,approved
L01985,966,453,39763.51,2020-10-31,closed
L01986,1815,2039,18168.35,2020-07-18,approved
L01987,1309,2136,38512.89,2020-09-19,rejected
L01988,173,1544,21454.96,2020-11-29,pending
L01989,2002,1172,30973.04,2021-12-22,pending
L01990,2069,1801,12206.9,2018-11-17,approved
L01991,2171,105,21099.32,2021-10-04,approved
L01992,1451,440,21449.86,2022-02-16,pending
L01993,2409,1795,21849.45,2018-10-11,closed
L01994,2339,1533,17254.27,2021-08-22,pending
L01995,2029,214,21659.26,2019-03-05,closed
L01996,1614,866,13167.78,2019-05-20,pending
L01997,103,12,18964.93,2019-11-09,closed
L01998,973,1728,45673.76,2021-02-13,rejected
L01999,1027,81,12821.37,2020-12-14,approved
L02000,308,1437,33262.73,2018-08-13,approved
L02001,1846,359,34616.73,2020-02-02,approved
L02002,2109,1044,39151.59,2021-11-06,pending
L02003,219,116,48535.18,2020-02-21,approved
L02004,1061,2200,25643.84,2020-11-08,pending
L02005,1940,2007,41906.54,2020-01-18,approved
L02006,827,1583,24465.79,2022-09-07,closed
L02007,274,1942,45647.68,2018-10-15,pending
L02008,2022,1383,35238.81,2021-12-17,approved
L02009,1590,290,12065.7,2019-01-28,rejected
L02010,427,1026,36129.52,2021-04-29,pending
L02011,2226,1013,36813.75,2018-10-29,pending
L02012,1,1987,28139.98,2021-04-12,rejected
L02013,1983,1384,44394.94,2022-05-05,approved
L02014,147,475,45662.04,2021-07-03,approved
L02015,1371,1771,30464.66,2019-04-16,approved
L02016,1427,946,46335.32,2019-04-21,rejected
L02017,154,1967,22204.21,2022-06-21,approved
L02018,660,1894,17213.55,2018-07-11,pending
L02019,1369,1317,41970.7,2018-03-15,approved
L02020,1224,1472,24695.9,2022-03-23,pending
L02021,190,959,39327.27,2019-09-09,approved
L02022,1744,124,30490.31,2021-09-26,approved
L02023,371,69,41221.64,2019-07-02,closed
L02024,1116,199,29706.16,2019-12-04,approved
L02025,721,473,36233.58,2018-07-30,approved
L02026,2302,376,36033.91,2021-10-31,approved
L02027,14,235,48962.6,2018-10-16,pending
L02028,1691,1337,43953.93,2022-09-11,approved
L02029,2178,1616,34676.66,2019-12-16,approved
L02030,1583,488,16160.44,2022-10-23,approved
L02031,432,109,15762.27,2021-12-27,closed
L02032,1888,2061,6075.59,2022-03-26,approved
L02033,2310,443,36402.27,2021-03-04,approved
L02034,1616,444,39499.39,2022-11-18,rejected
L02035,1108,1178,24084.02,2021-07-06,rejected
L02036,1316,1788,41441.04,2019-01-25,closed
L02037,682,384,11120.5,2019-05-10,approved
L02038,693,285,17480.87,2021-03-01,pending
L02039,1415,1287,36423.49,2022-08-26,rejected
L02040,428,126,41554.01,2022-05-19,rejected
L02041,1203,375,44635.63,2020-02-18,rejected
L02042,1125,312,39830.62,2020-01-25,approved
L02043,698,963,28998.96,2020-07-21,approved
L02044,935,479,10178.27,2022-10-31,pending
L02045,1508,743,7250.51,2020-12-22,closed
L02046,1453,1244,23655.41,2021-07-09,approved
L02047,850,1128,31238.95,2022-09-10,closed
L02048,2224,730,17186.83,2022-06-19,closed
L02049,355,1725,9957.12,2019-07-05,approved
L02050,2155,1573,18520.24,2021-10-16,approved
L02051,1952,771,5397.2,2021-07-23,approved
L02052,454,221,9297.84,2020-05-21,pending
L02053,830,2184,48358.22,2022-04-04,rejected
L02054,896,1859,14123.93,2022-10-12,closed
L02055,284,678,10627.31,2018-10-06,approved
L02056,2434,598,28073.88,2020-01-06,approved
L02057,1259,1961,41703.56,2019-12-24,approved
L02058,2201,1627,17581.99,2022-01-06,pending
L02059,2432,1172,5320.6,2019-07-10,approved
L02060,521,1176,29714.72,2019-11-02,closed
L02061,1429,175,29384.15,2018-05-25,closed
L02062,160,1791,16627.75,2022-12-03,approved
L02063,312,187,10712.11,2021-05-05,approved
L02064,394,786,39478.57,2018-02-18,approved
L02065,1780,1223,15395.97,2022-03-27,approved
L02066,1265,992,40161.32,2022-06-23,rejected
L02067,1034,1803,7945.17,2019-01-07,pending
L02068,1656,1140,36708.73,2020-08-16,approved
L02069,1435,1475,28635.88,2018-12-16,approved
L02070,162,2108,46458.81,2020-02-27,closed
L02071,2254,1149,49512.47,2022-10-06,approved
L02072,1397,212,47939.2,2018-03-26,pending
L02073,735,657,20517.65,2019-03-13,approved
L02074,1364,1215,44310.75,2020-08-14,pending
L02075,1205,2009,5219.75,2022-02-10,closed
L02076,1764,1599,14372.81,2019-07-09,approved
L02077,1154,1868,29424.71,2019-09-06,closed
L02078,1682,1250,44939.56,2018-06-06,approved
L02079,1494,1042,22349.32,2020-09-13,pending
L02080,1454,773,16111.99,2020-09-26,approved
L02081,738,1516,32246.41,2018-01-15,rejected
L02082,754,61,17685.58,2018-09-24,rejected
L02083,25,774,24716.79,2021-11-29,approved
L02084,115,369,16824.81,2021-06-06,approved
L02085,951,878,27317.45,2019-09-28,closed
L02086,126,667,24057.29,2019-10-06,approved
L02087,1799,1378,10487.94,2019-05-24,closed
L02088,2183,844,14253.23,2021-04-10,pending
L02089,193,1856,7152.4,2020-09-30,pending
L02090,243,1006,14388.82,2018-05-11,pending
L02091,401,1717,30442.8,2019-07-17,approved
L02092,1778,2039,27554.41,2019-06-14,pending
L02093,978,570,47083.35,2022-04-16,rejected
L02094,2170,1154,6528.73,2021-05-25,closed
L02095,582,2129,37311.83,2019-10-02,closed
L02096,1932,2077,46396.99,2022-02-18,approved
L02097,1944,229,22767.96,2019-11-13,closed
L02098,1006,1012,49175.25,2021-05-02,pending
L02099,2298,1599,21963.13,2020-08-14,pending
L02100,1975,199,45129.46,2019-01-25,approved
L02101,950,1413,39285.12,2018-09-20,rejected
L02102,1227,1904,40233.5,2018-08-23,closed
L02103,1103,89,20552.31,2021-03-22,pending
L02104,880,61,41503.92,2019-08-28,approved
L02105,260,643,21712.02,2021-08-21,approved
L02106,1904,436,29665.2,2021-10-18,closed
L02107,2068,500,14006.33,2019-04-22,approved
L02108,1698,1909,49046.0,2022-02-15,closed
L02109,223,280,24799.52,2022-02-19,approved
L02110,1275,1550,30075.29,2021-08-02,approved
L02111,2075,29,34076.3,2019-12-22,pending
L02112,12,1134,35516.6,2020-01-17,approved
L02113,168,857,38237.01,2019-01-06,approved
L02114,1352,551,7816.22,2022-12-04,closed
L02115,1247,583,46164.96,2019-06-24,approved
L02116,2091,2156,11551.44,2022-04-19,closed
L02117,858,299,26730.9,2022-12-17,approved
L02118,1961,1001,36283.73,2020-08-02,approved
L02119,433,300,21442.68,2018-10-24,approved
L02120,1834,1481,8445.25,2020-12-25,rejected
L02121,1398,1465,25455.54,2018-12-13,closed
L02122,1953,1772,31307.76,2019-01-27,pending
L02123,1906,2017,26079.32,2019-11-04,approved
L02124,2382,640,21687.18,2019-09-07,closed
L02125,1970,578,31261.47,2022-10-03,approved
L02126,995,1233,25912.83,2022-05-06,closed
L02127,1797,24,28933.67,2019-07-09,approved
L02128,318,301,31288.54,2018-02-22,closed
L02129,1114,410,23765.07,2022-08-07,approved
L02130,1293,80,16070.32,2022-07-17,closed
L02131,1611,387,6274.44,2021-10-05,approved
L02132,2120,1257,20000.29,2021-06-02,rejected
L02133,1921,1553,7773.89,2022-02-28,approved
L02134,251,2116,20195.54,2022-11-13,pending
L02135,707,1847,28170.87,2022-10-30,approved
L02136,228,2096,21750.31,2018-03-31,approved
L02137,2343,1448,42351.1,2018-11-28,closed
L02138,259,1116,41043.82,2019-06-13,closed
L02139,1638,640,21140.94,2019-12-13,pending
L02140,2015,1566,31655.0,2019-04-30,rejected
L02141,2470,1585,20931.95,2020-04-10,pending
L02142,1211,41,37450.11,2019-01-14,approved
L02143,2309,1226,11017.29,2018-07-30,approved
L02144,498,136,28981.92,2018-06-23,approved
L02145,1717,728,21624.96,2021-10-14,approved
L02146,1335,1339,23173.11,2019-06-12,pending
L02147,2009,1071,8736.19,2022-07-11,closed
L02148,769,600,16165.13,2021-12-18,approved
L02149,16,2010,16369.55,2019-09-06,closed
L02150,1999,1713,15751.41,2021-03-08,approved
L02151,2250,507,17182.21,2022-07-12,approved
L02152,764,244,37127.66,2018-02-11,approved
L02153,1663,260,9409.47,2020-09-19,approved
L02154,2133,60,18606.47,2022-08-30,pending
L02155,1553,624,21244.65,2020-04-10,pending
L02156,2477,815,8257.29,2020-05-03,pending
L02157,1424,185,42084.4,2019-08-07,approved
L02158,2175,2146,19421.27,2019-07-05,approved
L02159,1828,1335,11459.2,2020-06-07,approved
L02160,201,775,35301.63,2021-03-10,approved
L02161,1441,1873,11178.97,2021-06-23,pending
L02162,1200,1411,43296.58,2018-09-03,pending
L02163,527,663,47506.38,2020-10-22,pending
L02164,181,1452,40326.48,2019-01-16,closed
L02165,261,902,5840.73,2022-05-17,approved
L02166,2366,342,10184.09,2020-08-25,approved
L02167,1167,1781,7741.07,2021-01-30,pending
L02168,1560,1590,45443.36,2021-04-27,pending
L02169,2179,923,13282.46,2020-08-08,approved
L02170,644,873,48349.89,2020-01-04,approved
L02171,2354,1518,36402.12,2019-08-08,approved
L02172,1520,423,35182.3,2018-06-17,approved
L02173,1671,353,42072.68,2021-05-26,approved
L02174,468,833,5581.04,2020-09-17,approved
L02175,487,1322,45896.48,2019-03-04,pending
L02176,665,1860,24993.29,2020-10-21,pending
L02177,2095,2142,11352.52,2019-06-03,pending
L02178,547,1852,11305.95,2020-09-08,pending
L02179,2051,526,16554.22,2022-04-29,approved
L02180,2164,1582,47454.81,2022-02-02,rejected
L02181,2174,778,26975.07,2020-06-08,pending
L02182,458,1571,46010.67,2021-05-06,approved
L02183,2173,1370,48535.31,2019-10-17,pending
L02184,1875,2066,5464.6,2019-04-23,closed
L02185,2197,361,26440.79,2018-12-21,approved
L02186,2030,486,37312.58,2022-03-10,approved
L02187,601,415,26216.98,2018-07-06,pending
L02188,1639,1258,24516.18,2019-07-05,approved
L02189,1551,1447,37776.11,2020-09-30,closed
L02190,1800,600,42217.19,2019-06-22,closed
L02191,2326,384,42454.95,2021-09-18,approved
L02192,2303,2168,25596.8,2018-01-05,pending
L02193,1052,1469,29069.25,2020-09-18,approved
L02194,2208,2032,42194.92,2019-02-26,closed
L02195,2222,956,43127.62,2019-10-28,rejected
L02196,2478,243,49314.38,2020-03-27,approved
L02197,2380,360,24160.72,2020-11-17,approved
L02198,1162,1030,28794.12,2022-06-08,approved
L02199,1419,345,28499.21,2021-04-19,approved
L02200,529,188,26007.49,2022-10-15,rejected
L02201,2031,1058,38837.74,2018-09-16,rejected
L02202,685,1206,43685.78,2018-06-22,rejected
L02203,925,1991,26384.53,2020-05-08,pending
L02204,1291,1138,34780.35,2022-10-13,closed
L02205,863,48,12312.08,2018-11-07,approved
L02206,237,361,43879.75,2022-02-28,rejected
L02207,1645,1877,28766.02,2020-01-29,rejected
L02208,2356,944,48546.28,2020-12-27,approved
L02209,1440,1833,41833.99,2018-01-19,pending
L02210,1163,388,23784.87,2019-10-10,pending
L02211,703,1199,38579.92,2020-09-03,approved
L02212,1206,1932,5695.28,2022-09-29,approved
L02213,1408,1692,11109.89,2022-04-23,pending
L02214,1859,318,46139.38,2020-10-20,closed
L02215,2233,1419,32510.9,2021-02-14,rejected
L02216,2353,489,23561.8,2022-01-23,pending
L02217,2351,1516,32602.95,2022-12-20,approved
L02218,760,1207,24633.03,2019-07-13,closed
L02219,1229,2079,9639.89,2022-07-11,approved
L02220,335,1822,23666.01,2021-07-23,approved
L02221,225,1729,27257.77,2022-04-20,approved
L02222,1120,1276,6433.29,2019-03-31,pending
L02223,306,358,15490.6,2021-02-16,closed
L02224,2446,1372,22927.42,2022-03-12,pending
L02225,2135,1296,37131.57,2021-07-26,closed
L02226,878,1419,21086.19,2021-07-07,approved
L02227,2428,1621,41174.04,2019-05-13,closed
L02228,2416,1170,43877.13,2018-12-17,rejected
L02229,381,1968,28645.37,2020-01-14,pending
L02230,1957,1666,41256.84,2019-06-13,rejected
L02231,1187,66,33889.3,2019-09-11,pending
L02232,793,985,35933.0,2021-04-26,approved
L02233,230,139,37735.44,2022-10-13,approved
L02234,1123,490,14588.48,2022-12-05,approved
L02235,1243,1482,42113.54,2019-02-05,closed
L02236,2223,206,41344.83,2021-03-23,closed
L02237,1982,260,24981.23,2022-03-08,pending
L02238,1963,1706,12474.35,2019-06-23,approved
L02239,196,1512,5909.31,2022-10-25,closed
L02240,471,357,44266.42,2021-12-25,pending
L02241,1079,423,9469.5,2020-04-25,pending
L02242,1766,1355,24821.48,2019-11-29,approved
L02243,2342,1532,35730.6,2022-06-25,closed
L02244,1705,1771,8132.62,2018-07-02,approved
L02245,158,1024,25042.13,2022-10-06,closed
L02246,15,518,20078.44,2022-05-16,pending
L02247,600,114,22672.31,2021-05-07,closed
L02248,975,1214,35702.12,2018-11-23,closed
L02249,1600,1653,18695.02,2020-02-22,approved
L02250,709,1881,31651.77,2020-10-18,approved
L02251,1837,2139,19920.23,2019-04-30,approved
L02252,1763,452,48808.89,2022-11-12,approved
L02253,1299,1147,30307.37,2020-07-11,approved
L02254,2218,1761,12770.24,2019-01-06,approved
L02255,1541,9,48779.25,2022-11-19,approved
L02256,451,1740,47812.4,2020-07-29,approved
L02257,776,392,22214.39,2019-03-04,approved
L02258,1474,1024,42449.72,2022-11-20,rejected
L02259,2407,2024,43554.98,2020-09-12,closed
L02260,2494,959,30264.23,2021-12-28,approved
L02261,804,2045,21133.84,2021-06-16,approved
L02262,801,219,38429.06,2019-08-11,approved
L02263,1129,134,43828.75,2019-10-18,approved
L02264,493,1640,36579.73,2022-07-07,approved
L02265,2034,2039,12160.47,2018-02-08,pending
L02266,1395,1205,30417.24,2020-02-20,closed
L02267,233,893,42803.07,2022-06-22,rejected
L02268,2435,1124,14563.64,2018-03-09,pending
L02269,988,724,16433.8,2020-05-02,approved
L02270,1035,464,9364.42,2019-05-23,closed
L02271,2261,1047,7204.69,2019-09-19,approved
L02272,2350,1667,45320.62,2018-03-30,pending
L02273,280,1054,32286.73,2020-04-03,approved
L02274,1726,1617,44630.22,2018-12-26,pending
L02275,341,317,41108.79,2018-10-08,rejected
L02276,566,1743,33922.79,2021-10-10,approved
L02277,1065,1541,45418.39,2020-07-14,approved
L02278,175,1524,18106.49,2019-09-10,rejected
L02279,250,186,43576.71,2020-11-22,approved
L02280,906,1295,42908.76,2019-02-17,pending
L02281,57,2032,10182.21,2018-03-11,approved
L02282,924,1471,38989.09,2022-08-11,pending
L02283,1742,1698,20810.02,2022-06-11,approved
L02284,1568,789,5070.43,2021-12-13,approved
L02285,2038,44,18424.62,2022-08-21,approved
L02286,1177,794,27156.22,2021-02-24,approved
L02287,1686,1731,37603.95,2019-05-31,pending
L02288,1296,204,14278.67,2022-04-14,approved
L02289,245,28,28385.33,2022-07-04,rejected
L02290,958,860,5944.77,2021-06-09,approved
L02291,2255,181,12929.9,2018-03-30,approved
L02292,1271,1604,40650.47,2020-09-18,pending
L02293,545,878,8676.35,2019-11-05,approved
L02294,1051,1330,42076.52,2020-01-21,closed
L02295,969,2043,43305.58,2018-01-23,pending
L02296,1469,698,49869.7,2021-02-09,approved
L02297,1381,1429,29989.05,2018-12-19,approved
L02298,2151,377,47934.29,2021-06-25,closed
L02299,425,1523,19723.6,2021-05-17,rejected
L02300,380,1357,33393.76,2020-01-10,rejected
L02301,1707,1421,22547.12,2019-06-13,closed
